Site,latitude,longitude,Treatment,Date,Wind,Temp ,Order,Family,Insect species,Interactions,Flower Species,flowers_N
CORNTULLOCH,57.0642,-2.9204,GRAZED,29/05/2009,2.4,24.7,Diptera,Syrphidae,Melanostoma scalare,1,Veronica sp,2
CORNTULLOCH,57.0642,-2.9204,GRAZED,29/05/2009,2.4,24.7,Diptera,Syrphidae,Melanostoma scalare,1,Veronica sp,2
ALLANCREICH,57.0601,-2.7029,GRAZED,29/05/2009,2.9,20.4,Diptera,Syrphidae,Neoascia podagrica,1,Veronica sp,2
ALLANCREICH,57.0601,-2.7029,GRAZED,29/05/2009,2.9,20.4,Diptera,Syrphidae,Neoascia podagrica,1,Veronica sp,3
ALLANCREICH,57.0601,-2.7029,GRAZED,29/05/2009,2.9,20.4,Diptera,Syrphidae,Rhingia campestris,1,Veronica sp,2
ALLANCREICH,57.0601,-2.7029,GRAZED,29/05/2009,2.9,20.4,Diptera,Syrphidae,Platycheirus albimanus,1,Veronica sp,2
ALLANCREICH,57.0601,-2.7029,GRAZED,29/05/2009,2.9,20.4,Diptera,Syrphidae,Melanostoma scalare,1,Veronica sp,2
ALLANCREICH,57.0601,-2.7029,GRAZED,29/05/2009,2.9,20.4,Diptera,Syrphidae,Neoascia podagrica,1,Veronica sp,2
ALLANCREICH,57.0601,-2.7029,GRAZED,29/05/2009,2.9,20.4,Diptera,Syrphidae,Melanostoma scalare,1,Veronica sp,2
ALLANCREICH,57.0601,-2.7029,GRAZED,29/05/2009,2.9,20.4,Diptera,Syrphidae,Platycheirus albimanus,1,Veronica sp,2
ALLANCREICH,57.0601,-2.7029,GRAZED,29/05/2009,2.9,20.4,Diptera,Empidae,Empidae spC,1,Veronica sp,2
ALLANCREICH,57.0601,-2.7029,GRAZED,29/05/2009,2.9,20.4,Diptera,Syrphidae,Melanostoma scalare,1,Veronica sp,1
ALLANCREICH,57.0601,-2.7029,GRAZED,29/05/2009,2.9,20.4,Diptera,Syrphidae,Melanogaster hirtella,1,Ranunculus acris,1
ALLANCREICH,57.0601,-2.7029,GRAZED,29/05/2009,2.9,20.4,Diptera,Syrphidae,Melanogaster hirtella,1,Ranunculus acris,1
ALLANCREICH,57.0601,-2.7029,GRAZED,29/05/2009,2.9,20.4,Diptera,Anthomyidae,Anth spA,1,Ranunculus acris,1
ALLANCREICH,57.0601,-2.7029,GRAZED,29/05/2009,2.9,20.4,Diptera,Muscidae,Muscid_sp.,1,Bellis perennis,1
BALFARM,57.0909,-2.7992,GRAZED,29/05/2009,1.9,21.4,Lepidoptera,Micromoth,Micromoth_spA,1,Veronica sp,1
ALLANCREICH,57.0601,-2.7029,GRAZED,29/05/2009,2.9,20.4,Diptera,Empidae,Empis spB,1,Bellis perennis,1
BACKHILL,57.0644,-2.5799,UNGRAZED,29/05/2009,2.5,21.1,Diptera,Syrphidae,Rhingia campestris,1,Ajuga reptans,13
BACKHILL,57.0644,-2.5799,UNGRAZED,29/05/2009,2.5,21.1,Diptera,Syrphidae,Rhingia campestris,1,Ajuga reptans,7
BACKHILL,57.0644,-2.5799,UNGRAZED,29/05/2009,2.5,21.1,Hymenoptera,Apidae,Bombus pascuorum,1,Ajuga reptans,11
BACKHILL,57.0644,-2.5799,UNGRAZED,29/05/2009,2.5,21.1,Lepidoptera,Pieridae,Anthocaris cardimines,1,Anemone nemorosa,1
BACKHILL,57.0644,-2.5799,UNGRAZED,29/05/2009,2.5,21.1,Diptera,Syrphidae,Rhingia campestris,1,Ajuga reptans,11
BACKHILL,57.0644,-2.5799,UNGRAZED,29/05/2009,2.5,21.1,Diptera,Syrphidae,Rhingia campestris,1,Ajuga reptans,12
BACKHILL,57.0644,-2.5799,UNGRAZED,29/05/2009,2.5,21.1,Diptera,Syrphidae,Rhingia campestris,1,Ajuga reptans,18
ESLUIE,57.0617,-2.6134,UNGRAZED,29/05/2009,0.6,22.6,Diptera,Syrphidae,Rhingia campestris,1,Ajuga reptans,11
ESLUIE,57.0617,-2.6134,UNGRAZED,29/05/2009,0.6,22.6,Diptera,Syrphidae,Rhingia campestris,1,Ajuga reptans,2
ESLUIE,57.0617,-2.6134,UNGRAZED,29/05/2009,0.6,22.6,Diptera,Syrphidae,Rhingia campestris,1,Ajuga reptans,3
CORNTULLOCH,57.0642,-2.9204,GRAZED,29/05/2009,2.4,24.7,Lepidoptera,Micromoth,Micromoth_spA,1,Veronica sp,3
CORNTULLOCH,57.0642,-2.9204,GRAZED,29/05/2009,2.4,24.7,Lepidoptera,Micromoth,Micromoth_spA,1,Veronica sp,2
CORNTULLOCH,57.0642,-2.9204,GRAZED,29/05/2009,2.4,24.7,Lepidoptera,Micromoth,Micromoth_spA,1,Ranunculus acris,1
CORNTULLOCH,57.0642,-2.9204,GRAZED,29/05/2009,2.4,24.7,Lepidoptera,Micromoth,Micromoth_spA,1,Veronica sp,3
CORNTULLOCH,57.0642,-2.9204,GRAZED,29/05/2009,2.4,24.7,Lepidoptera,Micromoth,Micromoth_spA,1,Veronica sp,3
CORNTULLOCH,57.0642,-2.9204,GRAZED,29/05/2009,2.4,24.7,Lepidoptera,Micromoth,Micromoth_spA,1,Veronica sp,1
CORNTULLOCH,57.0642,-2.9204,GRAZED,29/05/2009,2.4,24.7,Lepidoptera,Micromoth,Micromoth_spA,1,Ranunculus acris,1
ALLANCREICH,57.0601,-2.7029,GRAZED,29/05/2009,2.9,20.4,Lepidoptera,Micromoth,Micromoth_spA,1,Veronica sp,1
BRIDGEND,57.1123,-2.8209,GRAZED,01/06/2009,1.7,23.9,0,0,0,0,0,0
ESLUIE,57.0617,-2.6134,UNGRAZED,01/06/2009,0.9,24,0,0,0,0,0,0
DALHAIKIE,57.0756,-2.5996,UNGRAZED,01/06/2009,1.1,22.3,Diptera,Muscidae,Phaonia incana Wiedermann,1,Ranunculus acris,1
DALHAIKIE,57.0756,-2.5996,UNGRAZED,01/06/2009,1.1,22.3,Diptera,Syrphidae,Melanostoma scalare,1,Veronica sp,1
ALLANCREICH,57.0601,-2.7029,GRAZED,01/06/2009,1,23.7,Diptera,Syrphidae,Melanostoma scalare,1,Veronica sp,3
ALLANCREICH,57.0601,-2.7029,GRAZED,01/06/2009,1,23.7,Diptera,Syrphidae,Melanostoma scalare,1,Veronica sp,2
ALLANCREICH,57.0601,-2.7029,GRAZED,01/06/2009,1,23.7,Lepidoptera,Micromoth,Micromoth_spA,1,Ranunculus acris,1
ALLANCREICH,57.0601,-2.7029,GRAZED,01/06/2009,1,23.7,Lepidoptera,Micromoth,Micromoth_spA,1,Ranunculus acris,1
ALLANCREICH,57.0601,-2.7029,GRAZED,01/06/2009,1,23.7,Diptera,Scathophagidae,Scathophaga stercoraria,1,Ranunculus acris,1
ALLANCREICH,57.0601,-2.7029,GRAZED,01/06/2009,1,23.7,Coleoptera,Nitidulidae,Meligethies spp.,1,Veronica sp,1
ALLANCREICH,57.0601,-2.7029,GRAZED,01/06/2009,1,23.7,Diptera,Syrphidae,Neoascia podagrica,1,Veronica sp,2
BALFARM,57.0909,-2.7992,GRAZED,01/06/2009,0,24.3,Diptera,Scathophagidae,Scathophaga stercoraria,1,Ranunculus acris,1
BALFARM,57.0909,-2.7992,GRAZED,01/06/2009,0,24.3,Diptera,Syrphidae,Melanostoma scalare,1,Veronica sp,1
BALFARM,57.0909,-2.7992,GRAZED,01/06/2009,0,24.3,Diptera,Syrphidae,Melanostoma scalare,1,Veronica sp,2
BALFARM,57.0909,-2.7992,GRAZED,01/06/2009,0,24.3,Lepidoptera,Micromoth,Micromoth_spA,1,Veronica sp,2
BALFARM,57.0909,-2.7992,GRAZED,01/06/2009,0,24.3,Lepidoptera,Micromoth,Micromoth_spA,1,Veronica sp,4
BALFARM,57.0909,-2.7992,GRAZED,01/06/2009,0,24.3,Lepidoptera,Micromoth,Micromoth_spA,1,Veronica sp,8
BALFARM,57.0909,-2.7992,GRAZED,01/06/2009,0,24.3,Lepidoptera,Micromoth,Micromoth_spA,1,Veronica sp,4
BALFARM,57.0909,-2.7992,GRAZED,01/06/2009,0,24.3,Lepidoptera,Micromoth,Micromoth_spA,1,Veronica sp,4
BACKHILL,57.0644,-2.5799,UNGRAZED,01/06/2009,0.6,25,Diptera,Syrphidae,Rhingia campestris,1,Ajuga reptans,11
BACKHILL,57.0644,-2.5799,UNGRAZED,01/06/2009,0.6,25,Diptera,Syrphidae,Rhingia campestris,1,Ajuga reptans,12
BACKHILL,57.0644,-2.5799,UNGRAZED,01/06/2009,0.6,25,Diptera,Syrphidae,Rhingia campestris,1,Ajuga reptans,18
BACKHILL,57.0644,-2.5799,UNGRAZED,01/06/2009,0.6,25,Diptera,Syrphidae,Rhingia campestris,1,Ajuga reptans,14
BACKHILL,57.0644,-2.5799,UNGRAZED,01/06/2009,0.6,25,Diptera,Syrphidae,Rhingia campestris,1,Ajuga reptans,5
BACKHILL,57.0644,-2.5799,UNGRAZED,01/06/2009,0.6,25,Lepidoptera,Pieridae,Pieris napi,1,Ajuga reptans,8
BACKHILL,57.0644,-2.5799,UNGRAZED,01/06/2009,0.6,25,Lepidoptera,Pieridae,Pieris napi,1,Ajuga reptans,8
ALLANCREICH,57.0601,-2.7029,GRAZED,01/06/2009,1,23.7,Coleoptera,Nitidulidae,Meligethies spp.,1,Veronica sp,3
BALFARM,57.0909,-2.7992,GRAZED,01/06/2009,0,24.3,Lepidoptera,Micromoth,Micromoth_spA,1,Veronica sp,3
BALFARM,57.0909,-2.7992,GRAZED,01/06/2009,0,24.3,Lepidoptera,Micromoth,Micromoth_spA,1,Veronica sp,2
BALFARM,57.0909,-2.7992,GRAZED,01/06/2009,0,24.3,Lepidoptera,Micromoth,Micromoth_spA,1,Veronica sp,1
AIRFIELD,57.0783,-2.8282,UNGRAZED,02/06/2009,1.8,14.4,0,0,0,0,0,0
CORNTULLOCH,57.0642,-2.9204,GRAZED,02/06/2009,0.9,13.8,Diptera,Scathophagidae,Scathophaga stercoraria,1,Ranunculus acris,1
CORNTULLOCH,57.0642,-2.9204,GRAZED,02/06/2009,0.9,13.8,Lepidoptera,Micromoth,Micromoth_spA,1,Ranunculus acris,2
CORNTULLOCH,57.0642,-2.9204,GRAZED,02/06/2009,0.9,13.8,Diptera,Muscidae,Phaonia spA,1,Ranunculus acris,1
CORNTULLOCH,57.0642,-2.9204,GRAZED,02/06/2009,0.9,13.8,Diptera,Scathophagidae,Scathophagidae spA,1,Ranunculus acris,2
NETHERTON,57.0689,-2.8958,GRAZED,02/06/2009,1.2,15.3,Diptera,Tachinidae,Siphona geniculata,1,Cardamine pratensis,3
CORNTULLOCH,57.0642,-2.9204,GRAZED,02/06/2009,0.9,13.8,Diptera,Scathophagidae,Scathophaga stercoraria,1,Ranunculus acris,1
AIRFIELD,57.0783,-2.8282,UNGRAZED,12/06/2009,0.8,14.3,0,0,0,0,0,0
ESLUIE,57.0617,-2.6134,UNGRAZED,12/06/2009,1.1,16.5,0,0,0,0,0,0
BRATHENS,57.0741,-2.5321,UNGRAZED,12/06/2009,1.8,15.2,0,0,0,0,0,0
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Scathophagidae,Scathophaga stercoraria,1,Ranunculus acris,1
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Scathophagidae,Scathophaga stercoraria,1,Ranunculus acris,1
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Scathophagidae,Scathophaga stercoraria,1,Ranunculus acris,1
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Tachinidae,Siphona geniculata,1,Ranunculus acris,1
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Tachinidae,Siphona geniculata,1,Ranunculus acris,1
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Tachinidae,Siphona geniculata,1,Ranunculus acris,1
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Muscidae,Thricops semicinereus Wiedermann,1,Ranunculus acris,1
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Scathophagidae,Scathophaga stercoraria,1,Ranunculus acris,1
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Muscidae,Thricops semicinereus Wiedermann,1,Ranunculus acris,1
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Empidae,Empis spB,1,Ranunculus acris,1
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Muscidae,Phaonia incana Wiedermann,1,Ranunculus acris,1
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Tachinidae,Siphona geniculata,1,Ranunculus acris,1
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Tachinidae,Siphona geniculata,1,Ranunculus acris,1
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Syrphidae,Platycheirus albimanus,1,Ranunculus acris,1
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Syrphidae,Platycheirus albimanus,1,Ranunculus acris,1
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Muscidae,Thricops semicinereus Wiedermann,1,Ranunculus acris,1
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Empidae,Empidae spC,1,Ranunculus acris,1
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Muscidae,Thricops semicinereus Wiedermann,1,Ranunculus acris,1
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Scathophagidae,Scathophaga stercoraria,1,Ranunculus acris,1
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Syrphidae,Melanogaster hirtella,1,Ranunculus acris,1
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Hymenoptera,Ichneumonoidea,Ichneumon_spB,1,Ranunculus acris,1
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Syrphidae,Melanogaster hirtella,1,Ranunculus acris,2
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Muscidae,Thricops semicinereus Wiedermann,1,Ranunculus acris,2
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Scathophagidae,Scathophaga taeniopa,1,Ranunculus acris,1
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Muscidae,Thricops semicinereus Wiedermann,1,Ranunculus acris,1
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Muscidae,Phaonia incana Wiedermann,1,Ranunculus acris,1
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Muscidae,Phaonia incana Wiedermann,1,Ranunculus acris,1
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Muscidae,Phaonia incana Wiedermann,1,Ranunculus acris,1
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Syrphidae,Platycheirus albimanus,1,Taraxacum officinale ,1
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Syrphidae,Platycheirus albimanus,1,Veronica sp,2
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Syrphidae,Platycheirus albimanus,1,Ranunculus acris,1
NETHERTON,57.0689,-2.8958,GRAZED,12/06/2009,1.2,14,Diptera,Empidae,Empidae spC,1,Veronica sp,2
NETHERTON,57.0689,-2.8958,GRAZED,12/06/2009,1.2,14,Diptera,Empidae,Empis tesselata,1,Conopodium majus,2
NETHERTON,57.0689,-2.8958,GRAZED,12/06/2009,1.2,14,Diptera,Empidae,Empidae spB,1,Bellis perennis,1
NETHERTON,57.0689,-2.8958,GRAZED,12/06/2009,1.2,14,Diptera,Empidae,Empidae spB,1,Bellis perennis,1
BALFARM,57.0909,-2.7992,GRAZED,12/06/2009,1.1,14,Diptera,Syrphidae,Melanostoma scalare,1,Ranunculus acris,1
BALFARM,57.0909,-2.7992,GRAZED,12/06/2009,1.1,14,Diptera,Muscidae,Thricops semicinereus Wiedermann,1,Ranunculus acris,1
BALFARM,57.0909,-2.7992,GRAZED,12/06/2009,1.1,14,Diptera,Syrphidae,Melanostoma scalare,1,Veronica sp,6
BALFARM,57.0909,-2.7992,GRAZED,12/06/2009,1.1,14,Diptera,Empidae,Empidae spC,1,Veronica sp,2
BALFARM,57.0909,-2.7992,GRAZED,12/06/2009,1.1,14,Lepidoptera,Micromoth,Micromoth_spA,1,Veronica sp,4
BALFARM,57.0909,-2.7992,GRAZED,12/06/2009,1.1,14,Diptera,Empidae,Empidae spB,1,Veronica sp,5
BALFARM,57.0909,-2.7992,GRAZED,12/06/2009,1.1,14,Diptera,Syrphidae,Melanogaster hirtella,1,Ranunculus acris,1
BALFARM,57.0909,-2.7992,GRAZED,12/06/2009,1.1,14,Diptera,Empidae,Empidae spC,1,Ranunculus acris,1
BALFARM,57.0909,-2.7992,GRAZED,12/06/2009,1.1,14,Diptera,Syrphidae,Platycheirus albimanus,1,Veronica sp,4
BALFARM,57.0909,-2.7992,GRAZED,12/06/2009,1.1,14,Diptera,Syrphidae,Melanostoma scalare,1,Ranunculus acris,1
BALFARM,57.0909,-2.7992,GRAZED,12/06/2009,1.1,14,Diptera,Syrphidae,Cheilosia antiqua,1,Ranunculus acris,1
BALFARM,57.0909,-2.7992,GRAZED,12/06/2009,1.1,14,Diptera,Syrphidae,Melanostoma scalare,1,Ranunculus acris,1
BALFARM,57.0909,-2.7992,GRAZED,12/06/2009,1.1,14,Diptera,Syrphidae,Chalcosyrphus nemorum,1,Ranunculus acris,1
BALFARM,57.0909,-2.7992,GRAZED,12/06/2009,1.1,14,Lepidoptera,Micromoth,Micromoth_spA,1,Veronica sp,2
BRIDGEND,57.1123,-2.8209,GRAZED,12/06/2009,1.1,15.1,Diptera,Empidae,Empidae spC,1,Veronica sp,7
BRIDGEND,57.1123,-2.8209,GRAZED,12/06/2009,1.1,15.1,Diptera,Empidae,Empidae spB,1,Veronica sp,2
BRIDGEND,57.1123,-2.8209,GRAZED,12/06/2009,1.1,15.1,Diptera,Empidae,Empidae spC,1,Veronica sp,3
BRIDGEND,57.1123,-2.8209,GRAZED,12/06/2009,1.1,15.1,Diptera,Empidae,Empidae spC,1,Veronica sp,7
BRIDGEND,57.1123,-2.8209,GRAZED,12/06/2009,1.1,15.1,Diptera,Empidae,Empidae spB,1,Veronica sp,11
BRIDGEND,57.1123,-2.8209,GRAZED,12/06/2009,1.1,15.1,Diptera,Empidae,Empidae spB,1,Cardamine pratensis,2
ALLANCREICH,57.0601,-2.7029,GRAZED,12/06/2009,0,17.4,Diptera,Empidae,Empidae spB,1,Veronica sp,3
ALLANCREICH,57.0601,-2.7029,GRAZED,12/06/2009,0,17.4,Diptera,Syrphidae,Platycheirus albimanus,1,Veronica sp,1
ALLANCREICH,57.0601,-2.7029,GRAZED,12/06/2009,0,17.4,Diptera,Tachinidae,Siphona geniculata,1,Veronica sp,2
ALLANCREICH,57.0601,-2.7029,GRAZED,12/06/2009,0,17.4,Diptera,Tachinidae,Siphona geniculata,1,Veronica sp,1
ALLANCREICH,57.0601,-2.7029,GRAZED,12/06/2009,0,17.4,Diptera,Muscidae,Phaonia vagans Fallen,1,Ranunculus acris,1
ALLANCREICH,57.0601,-2.7029,GRAZED,12/06/2009,0,17.4,Diptera,Tachinidae,Siphona geniculata,1,Veronica sp,2
ALLANCREICH,57.0601,-2.7029,GRAZED,12/06/2009,0,17.4,Diptera,Muscidae,Phaonia spB,1,Ranunculus acris,1
ALLANCREICH,57.0601,-2.7029,GRAZED,12/06/2009,0,17.4,Diptera,Syrphidae,Melanostoma scalare,1,Ranunculus acris,1
ALLANCREICH,57.0601,-2.7029,GRAZED,12/06/2009,0,17.4,Diptera,Muscidae,Phaonia vagans Fallen,1,Ranunculus acris,1
ALLANCREICH,57.0601,-2.7029,GRAZED,12/06/2009,0,17.4,Diptera,Muscidae,Phaonia vagans Fallen,1,Ranunculus acris,1
ALLANCREICH,57.0601,-2.7029,GRAZED,12/06/2009,0,17.4,Diptera,Syrphidae,Melanostoma scalare,1,Ranunculus acris,1
ALLANCREICH,57.0601,-2.7029,GRAZED,12/06/2009,0,17.4,Diptera,Syrphidae,Melanostoma scalare,1,Stellaria alsine,2
BACKHILL,57.0644,-2.5799,UNGRAZED,12/06/2009,0.8,18.9,Diptera,Cecidomyiidae,Cecid_spA,1,Ajuga reptans,11
BACKHILL,57.0644,-2.5799,UNGRAZED,12/06/2009,0.8,18.9,Hymenoptera,Apidae,Bombus pascuorum,1,Ajuga reptans,14
DALHAIKIE,57.0756,-2.5996,UNGRAZED,12/06/2009,1.3,14.9,Lepidoptera,Micromoth,Micromoth_spC,1,Veronica sp,1
DALHAIKIE,57.0756,-2.5996,UNGRAZED,12/06/2009,1.3,14.9,Diptera,Syrphidae,Platycheirus albimanus,1,Veronica sp,1
DALHAIKIE,57.0756,-2.5996,UNGRAZED,12/06/2009,1.3,14.9,Diptera,Empidae,Empidae spC,1,Ranunculus acris,2
DALHAIKIE,57.0756,-2.5996,UNGRAZED,12/06/2009,1.3,14.9,Diptera,Empidae,Empidae spB,1,Veronica sp,1
NETHERTON,57.0689,-2.8958,GRAZED,12/06/2009,1.2,14,Diptera,Empidae,Empis tesselata,1,Conopodium majus,1
BRIDGEND,57.1123,-2.8209,GRAZED,12/06/2009,1.1,15.1,Diptera,Empidae,Empidae spC,1,Veronica sp,3
BRIDGEND,57.1123,-2.8209,GRAZED,12/06/2009,1.1,15.1,Diptera,Empidae,Empidae spC,1,Veronica sp,4
BRIDGEND,57.1123,-2.8209,GRAZED,12/06/2009,1.1,15.1,Diptera,Empidae,Empidae spC,1,Veronica sp,4
BRIDGEND,57.1123,-2.8209,GRAZED,12/06/2009,1.1,15.1,Diptera,Empidae,Empidae spC,1,Veronica sp,2
BRIDGEND,57.1123,-2.8209,GRAZED,12/06/2009,1.1,15.1,Diptera,Empidae,Empidae spB,1,Veronica sp,5
ALLANCREICH,57.0601,-2.7029,GRAZED,12/06/2009,0,17.4,Diptera,Muscidae,Phaonia vagans Fallen,1,Ranunculus acris,1
ALLANCREICH,57.0601,-2.7029,GRAZED,12/06/2009,0,17.4,Diptera,Muscidae,Phaonia vagans Fallen,1,Ranunculus acris,1
ALLANCREICH,57.0601,-2.7029,GRAZED,12/06/2009,0,17.4,Diptera,Muscidae,Thricops semicinereus Wiedermann,1,Ranunculus acris,1
DALHAIKIE,57.0756,-2.5996,UNGRAZED,12/06/2009,1.3,14.9,Lepidoptera,Micromoth,Micromoth_spC,1,Veronica sp,1
DALHAIKIE,57.0756,-2.5996,UNGRAZED,12/06/2009,1.3,14.9,Lepidoptera,Micromoth,Micromoth_spA,1,Veronica sp,2
BALFARM,57.0909,-2.7992,GRAZED,12/06/2009,1.1,14,Diptera,Syrphidae,Rhingia campestris,1,Veronica sp,2
DALHAIKIE,57.0756,-2.5996,UNGRAZED,12/06/2009,1.3,14.9,Lepidoptera,Micromoth,Micromoth_spC,1,Veronica sp,1
DALHAIKIE,57.0756,-2.5996,UNGRAZED,12/06/2009,1.3,14.9,Diptera,Empidae,Empidae spC,1,Veronica sp,1
BALFARM,57.0909,-2.7992,GRAZED,12/06/2009,1.1,14,Diptera,Muscidae,Thricops semicinereus Wiedermann,1,Ranunculus acris,1
BALFARM,57.0909,-2.7992,GRAZED,12/06/2009,1.1,14,Diptera,Muscidae,Thricops semicinereus Wiedermann,1,Ranunculus acris,1
BALFARM,57.0909,-2.7992,GRAZED,12/06/2009,1.1,14,Lepidoptera,Micromoth,Micromoth_spA,1,Veronica sp,2
BALFARM,57.0909,-2.7992,GRAZED,12/06/2009,1.1,14,Lepidoptera,Micromoth,Micromoth_spA,1,Veronica sp,2
BRIDGEND,57.1123,-2.8209,GRAZED,12/06/2009,1.1,15.1,Diptera,Empidae,Empidae spC,1,Veronica sp,2
BRIDGEND,57.1123,-2.8209,GRAZED,12/06/2009,1.1,15.1,Diptera,Empidae,Empidae spC,1,Veronica sp,3
BRIDGEND,57.1123,-2.8209,GRAZED,12/06/2009,1.1,15.1,Lepidoptera,Micromoth,Micromoth_spA,1,Veronica sp,6
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Muscidae,Thricops semicinereus Wiedermann,1,Ranunculus acris,1
BRIDGEND,57.1123,-2.8209,GRAZED,12/06/2009,1.1,15.1,Diptera,Empidae,Empidae spC,1,Veronica sp,2
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Muscidae,Thricops semicinereus Wiedermann,1,Ranunculus acris,1
CORNTULLOCH,57.0642,-2.9204,GRAZED,12/06/2009,0.8,16.2,Diptera,Muscidae,Thricops semicinereus Wiedermann,1,Ranunculus acris,1
AIRFIELD,57.0783,-2.8282,UNGRAZED,16/06/2009,1.6,15.6,0,0,0,0,0,0
BRATHENS,57.0741,-2.5321,UNGRAZED,16/06/2009,0.6,18.4,0,0,0,0,0,0
BALFARM,57.0909,-2.7992,GRAZED,16/06/2009,0,15.8,Diptera,Empidae,Rhamphomyia s.g.,1,Ranunculus acris,1
BALFARM,57.0909,-2.7992,GRAZED,16/06/2009,0,15.8,Diptera,Chloropidae,Oscinella sp.,1,Stellaria media,2
BALFARM,57.0909,-2.7992,GRAZED,16/06/2009,0,15.8,Lepidoptera,Micromoth,Micromoth_spA,1,Ranunculus acris,1
BALFARM,57.0909,-2.7992,GRAZED,16/06/2009,0,15.8,Diptera,Scathophagidae,Scathophaga stercoraria,1,Stellaria alsine,2
BALFARM,57.0909,-2.7992,GRAZED,16/06/2009,0,15.8,Diptera,Scathophagidae,Scathophaga stercoraria,1,Ranunculus acris,2
BALFARM,57.0909,-2.7992,GRAZED,16/06/2009,0,15.8,Lepidoptera,Micromoth,Micromoth_spA,1,Stellaria media,1
BALFARM,57.0909,-2.7992,GRAZED,16/06/2009,0,15.8,Diptera,Scathophagidae,Scathophaga stercoraria,1,Stellaria media,2
BALFARM,57.0909,-2.7992,GRAZED,16/06/2009,0,15.8,Diptera,Muscidae,Phaonia basalis Zett.,1,Ranunculus acris,1
BALFARM,57.0909,-2.7992,GRAZED,16/06/2009,0,15.8,Diptera,Syrphidae,Melanostoma scalare,1,Ranunculus acris,1
BALFARM,57.0909,-2.7992,GRAZED,16/06/2009,0,15.8,Diptera,Empidae,Empis tesselata,1,Stellaria media,1
BALFARM,57.0909,-2.7992,GRAZED,16/06/2009,0,15.8,Diptera,Empidae,Empis tesselata,1,Stellaria media,1
BALFARM,57.0909,-2.7992,GRAZED,16/06/2009,0,15.8,Diptera,Scathophagidae,Scathophaga stercoraria,1,Ranunculus acris,1
BALFARM,57.0909,-2.7992,GRAZED,16/06/2009,0,15.8,Diptera,Empidae,Empidae spC,1,Veronica sp,4
BALFARM,57.0909,-2.7992,GRAZED,16/06/2009,0,15.8,Diptera,Empidae,Empidae spB,1,Veronica sp,6
BALFARM,57.0909,-2.7992,GRAZED,16/06/2009,0,15.8,Diptera,Syrphidae,Melanostoma scalare,1,Ranunculus acris,1
